ProbeID,Accession,Region,Other1,UniGeneID,GeneDescription,SYMBOL,GENENAME
Hsa.41152,L00354,gene,1,NA,"Human cholecystokinin (CCK) gene, exon 3.                                                                                                                                                                                                           ",NA,NA
Hsa.28641,R56630,3' UTR,2a,41088,MYOSIN HEAVY CHAIN KINASE A (Dictyostelium discoideum),NA,NA
Hsa.9332,T47778,3' UTR,2a,71406,FIBRINOGEN GAMMA-A CHAIN PRECURSOR (Homo sapiens),NA,NA
Hsa.1543,M23115,gene,1,NA,"Homo sapiens calcium-ATPase (HK2) mRNA, complete cds.                                                                                                                                                                                                ",ATP2A2,ATPase sarcoplasmic/endoplasmic reticulum Ca2+ transporting 2
Hsa.2344,X86693,gene,1,NA,H.sapiens mRNA for hevin like protein.,SPARCL1,SPARC like 1
Hsa.2561,Z14978,gene,1,NA,H.sapiens mRNA for actin-related protein.,ACTR1A,actin related protein 1A
Hsa.26945,R35665,3' UTR,2a,137017,EPIDERMAL GROWTH FACTOR RECEPTOR PRECURSOR (Homo sapiens),NA,NA
Hsa.10658,R00254,3' UTR,2a,123034,FOLLISTATIN PRECURSOR (Rattus norvegicus),NA,NA
Hsa.9574,X80507,gene,1,NA,H.sapiens YAP65 mRNA.,NA,NA
Hsa.1578,D42046,gene,1,NA,"Human mRNA (KIAA0083) for ORF (related to yeast gene in chromosome VIII), partial cds.                                                                                                                                                               ",DNA2,DNA replication helicase/nuclease 2
Hsa.1444,M14539,gene,1,NA,"Human factor XIII subunit a mRNA, 3' end.                                                                                                                                                                                                            ",F13A1,coagulation factor XIII A chain
Hsa.32298,H44044,3' UTR,2a,183582,APOLIPOPROTEIN AI REGULATORY PROTEIN-1 (Mus musculus),NA,NA
Hsa.20602,R46362,3' UTR,2a,152415,REPLICATION PROTEIN A 32 KD SUBUNIT (Homo sapiens),NA,NA
Hsa.27481,R47961,3' UTR,2a,153390,ENDOGLIN PRECURSOR (Homo sapiens),NA,NA
Hsa.44244,H78386,3' UTR,2a,233583,"INTERLEUKIN-1 RECEPTOR, TYPE II PRECURSOR (Homo sapiens)                                                                                                                                                                                   ",NA,NA
Hsa.862,M83221,gene,1,NA,TRANSCRIPTION FACTOR RELB (HUMAN);.,RELB,"RELB proto-oncogene, NF-kB subunit"
Hsa.33967,H05814,3' UTR,2a,44151,PUTATIVE ATP-DEPENDENT RNA HELICASE C06E1.10 IN CHROMOSOME III (Caenorhabditis elegans),NA,NA
Hsa.36678,U27337,gene,1,NA,"Human alpha (1,3) fucosyltransferase (FUT6) mRNA, minor transcript III, complete cds.                                                                                                                                                               ",FUT6,fucosyltransferase 6
Hsa.3104,X79353,gene,1,NA,H.sapiens XAP-4 mRNA for GDP-dissociation inhibitor.,GDI1,GDP dissociation inhibitor 1
Hsa.1655,M77829,gene,1,NA,"Human channel-like integral membrane protein (CHIP28) mRNA, complete cds.                                                                                                                                                                            ",AQP1,aquaporin 1 (Colton blood group)
Hsa.2808,X74262,gene,1,NA,H.sapiens RbAp48 mRNA encoding retinoblastoma binding protein.,RBBP4,"RB binding protein 4, chromatin remodeling factor"
Hsa.2818,Z25521,gene,1,NA,"H.sapiens integrin associated protein mRNA, complete CDS,.                                                                                                                                                                                           ",CD47,CD47 molecule
Hsa.6555,H18451,3' UTR,2a,51204,MITOCHONDRIAL TRANSCRIPTION FACTOR 1 PRECURSOR (Homo sapiens),NA,NA
Hsa.2125,D28124,gene,1,NA,"Human mRNA for unknown product, complete cds.                                                                                                                                                                                                        ",NBL1,"NBL1, DAN family BMP antagonist"
Hsa.5226,R59202,3' UTR,2a,41480,"MYOCYTE-SPECIFIC ENHANCER FACTOR 2, ISOFORM MEF2 (Homo sapiens)                                                                                                                                                                              ",NA,NA
Hsa.1689,M81637,gene,1,NA,"Human grancalcin mRNA, complete cds.                                                                                                                                                                                                                 ",GCA,grancalcin
Hsa.43431,H68239,3' UTR,2a,239077,SUPPRESSOR OF HAIRY WING PROTEIN (Drosophila virilis),NA,NA
Hsa.1596,D21205,gene,1,NA,"Human mRNA for estrogen responsive finger protein, complete cds.                                                                                                                                                                                     ",TRIM25,tripartite motif containing 25
Hsa.21957,R43936,3' UTR,2a,32974,SERINE/THREONINE-PROTEIN KINASE STE20 (Saccharomyces cerevisiae),NA,NA
Hsa.3110,X69115,gene,1,NA,H.sapiens ZNF37A mRNA for zinc finger protein.,ZNF37A,zinc finger protein 37A
Hsa.25813,R80855,3' UTR,2a,146539,MAJOR HISTOCOMPATIBILITY COMPLEX ENHANCER-BINDING PROTEIN MAD3 (Homo sapiens),NA,NA
Hsa.295,U07139,gene,1,NA,"Human voltage-gated calcium channel beta subunit mRNA, complete cds.                                                                                                                                                                                  ",CACNB3,calcium voltage-gated channel auxiliary subunit beta 3
Hsa.2621,X74819,gene,1,NA,H.sapiens mRNA for cardiac troponin T.,TNNT2,"troponin T2, cardiac type"
Hsa.818,X02228,gene,1,NA,Human HLA-DP-beta 1 gene and HLA-DP-alpha-1 gene exon 1.,NA,NA
Hsa.6104,T47719,3' UTR,1,71357,JC2247 ACETYL-COA C-ACETYLTRANSFERASE.,NA,NA
Hsa.1887,X62025,gene,1,NA,"H.sapiens rod cG-PDE G gene for 3', 5'-cyclic nucleotide phosphodiesterase.                                                                                                                                                                          ",NA,NA
Hsa.1045,H05899,3' UTR,1,43338,HETEROGENEOUS NUCLEAR RIBONUCLEOPROTEINS C1/C2 (HUMAN);.,NA,NA
Hsa.24368,R44628,3' UTR,2a,33144,POTASSIUM CHANNEL PROTEIN SHAB (Drosophila melanogaster),NA,NA
Hsa.2154,U13991,gene,1,NA,"Human TATA-binding protein associated factor 30 kDa subunit (tafII30) mRNA, complete cds.                                                                                                                                                            ",TAF10,TATA-box binding protein associated factor 10
Hsa.14031,T66960,3' UTR,2a,66508,NUCLEAR FACTOR 1 CLONE PNF1/X (Mesocricetus auratus),NA,NA
Hsa.2998,X69392,gene,1,NA,H.sapiens mRNA for ribosomal protein L26.,NA,NA
Hsa.789,M34344,gene,1,NA,"Human platelet Glycoprotein IIb (GPIIb) gene, exon 30.                                                                                                                                                                                                ",NA,NA
Hsa.928,M22538,gene,1,NA,NADH-UBIQUINONE DEHYDROGENASE 24 KD SUBUNIT PRECURSOR (HUMAN);.,NDUFV2,NADH:ubiquinone oxidoreductase core subunit V2
Hsa.42443,H63361,3' UTR,2a,209296,TRANSLATION INITIATION FACTOR EIF-2B-ALPHA SUBUNIT (Saccharomyces cerevisiae),NA,NA
Hsa.2959,X74330,gene,1,NA,H.sapiens mRNA for DNA primase (subunit p48).,PRIM1,DNA primase subunit 1
Hsa.907,M88468,gene,1,NA,MEVALONATE KINASE (HUMAN);.,MVK,mevalonate kinase
Hsa.9103,T67406,3' UTR,2a,81780,COMPLEMENT C4 PRECURSOR (Homo sapiens),NA,NA
Hsa.2964,Y00971,gene,1,NA,Human mRNA for phosphoriobosyl pyrophosphate synthetase subunit II (EC 2.7.6.1).,PRPS2,phosphoribosyl pyrophosphate synthetase 2
Hsa.25762,R67987,3' UTR,2a,138233,PRE-MRNA SPLICING FACTOR SRP75 (Homo sapiens),NA,NA
Hsa.44229,H78346,3' UTR,2a,240046,PAIRED BOX PROTEIN PAX-3 (Homo sapiens),NA,NA
Hsa.297,L19760,gene,1,NA,SYNAPTOSOMAL ASSOCIATED PROTEIN 25 ISOFORM 2 (HUMAN);.,SNAP25,synaptosome associated protein 25
Hsa.1140,R42127,3' UTR,1,29799,UBIQUITIN CARBOXYL-TERMINAL HYDROLASE ISOZYME L3 (HUMAN);.,NA,NA
Hsa.2343,X53179,gene,1,NA,Human mRNA for neuronal nicotinic acetylcholine receptor beta-2 subunit.,CHRNB2,cholinergic receptor nicotinic beta 2 subunit
Hsa.2570,U27328,gene,1,NA,"Human alpha (1,3/1,4) fucosyltransferase (FUT3) mRNA, minor transcript I, complete cds.                                                                                                                                                              ",FUT3,fucosyltransferase 3 (Lewis blood group)
Hsa.14914,T71260,3' UTR,2a,110197,SIGNAL RECOGNITION PARTICLE 14 KD PROTEIN (Canis familiaris),NA,NA
Hsa.11582,T61333,3' UTR,2a,78034,METALLOPROTEINASE INHIBITOR 3 PRECURSOR (Gallus gallus),NA,NA
Hsa.9353,T51493,3' UTR,1,71482,"Homo sapiens PP2A B56-gamma1 mRNA, 3' end of cds.                                                                                                                                                                                             ",NA,NA
Hsa.32463,R71875,3' UTR,2a,155731,GLYCOGENIN (Oryctolagus cuniculus),NA,NA
Hsa.8839,T40578,3' UTR,2a,60630,40S RIBOSOMAL PROTEIN S6 (Homo sapiens),NA,NA
Hsa.24582,H11084,3' UTR,2a,47326,VASCULAR ENDOTHELIAL GROWTH FACTOR (Cavia porcellus),NA,NA
Hsa.2210,X53799,gene,1,NA,Human mRNA for macrophage inflammatory protein-2alpha (MIP2alpha).,CXCL2,C-X-C motif chemokine ligand 2
Hsa.952,U20141,gene,1,NA,"Human inducible nitric oxide synthase mRNA, complete cds.                                                                                                                                                                                             ",NOS2,nitric oxide synthase 2
Hsa.3132,U11037,gene,1,NA,"Human Ibd2 mRNA, complete cds.                                                                                                                                                                                                                       ",SEL1L,SEL1L adaptor subunit of SYVN1 ubiquitin ligase
Hsa.10105,H08637,3' UTR,2a,45182,NUCLEAR FACTOR 1 (Rattus norvegicus),NA,NA
Hsa.10437,H11940,3' UTR,2a,47784,X INACTIVE SPECIFIC TRANSCRIPT PROTEIN (Mus musculus),NA,NA
Hsa.2387,L38929,gene,1,NA,"Homo sapiens protein tyrosine phosphatase delta mRNA, complete cds.                                                                                                                                                                                  ",PTPRD,protein tyrosine phosphatase receptor type D
Hsa.3715,H17802,3' UTR,1,50251,Human liver mRNA for beta-subunit signal transducing proteins Gs/Gi (beta-G).,NA,NA
Hsa.944,M21186,gene,1,NA,"Human neutrophil cytochrome b light chain p22 phagocyte b-cytochrome mRNA, complete cds.                                                                                                                                                              ",CYBA,cytochrome b-245 alpha chain
Hsa.2280,R49416,3' UTR,1,37082,CATHEPSIN H PRECURSOR (HUMAN);.,NA,NA
Hsa.1731,M28373,gene,1,NA,"Homo sapiens amyloid protein A4 precursor mRNA, 3' end of cds.                                                                                                                                                                                       ",APP,amyloid beta precursor protein
Hsa.21195,R06601,3' UTR,2a,126458,METALLOTHIONEIN-II (Homo sapiens),NA,NA
Hsa.1373,K03192,gene,1,NA,"Human cytochrome P-450 mRNA, partial.                                                                                                                                                                                                                ",NA,NA
Hsa.1373,K03192,gene,1,NA,"Human cytochrome P-450 mRNA, partial.                                                                                                                                                                                                                ",NA,NA
Hsa.3461,R49459,3' UTR,2a,38253,TRANSFERRIN RECEPTOR PROTEIN (Homo sapiens),NA,NA
Hsa.29940,H28704,3' UTR,2a,49974,RETINOIC ACID RECEPTOR RXR-BETA ISOFORM 1 (Homo sapiens),NA,NA
sa.19001,R94513,3' UTR,2a,197667,SIGNAL TRANSDUCER AND ACTIVATOR OF TRANSCRIPTION 2 (Homo sapiens),NA,NA
Hsa.13072,H08351,3' UTR,2a,45154,GENOME POLYPROTEIN (Langat virus),NA,NA
Hsa.2742,X07384,gene,1,NA,Human mRNA for GLI protein.,GLI1,GLI family zinc finger 1
Hsa.21562,R08021,3' UTR,2a,127104,INORGANIC PYROPHOSPHATASE (Bos taurus),NA,NA
Hsa.2486,D14695,gene,1,NA,Human mRNA (KIAA0025) for ORF (complete cds) and PIGHEP3 homologous region.,HERPUD1,homocysteine inducible ER protein with ubiquitin like domain 1
Hsa.121,D14663,gene,1,NA,"Human mRNA for ORF, complete cds.                                                                                                                                                                                                                     ",PSMD6,"proteasome 26S subunit, non-ATPase 6"
Hsa.43405,H81558,3' UTR,2a,238704,PROCYCLIC FORM SPECIFIC POLYPEPTIDE B1-ALPHA PRECURSOR (Trypanosoma brucei brucei),NA,NA
Hsa.41231,X58401,gene,1,NA,Human L2-9 transcript of unrearranged immunoglobulin V(H)5 pseudogene.,NA,NA
Hsa.716,M96859,gene,1,NA,"Human dipeptidyl aminopeptidase like protein mRNA, complete cds.                                                                                                                                                                                      ",DPP6,dipeptidyl peptidase like 6
Hsa.3141,D29641,gene,1,NA,"Human mRNA (KIAA0052) for ORF, partial cds.                                                                                                                                                                                                          ",MTREX,Mtr4 exosome RNA helicase
Hsa.2391,L21993,gene,1,NA,"Human adenylyl cyclase mRNA, 3' end of cds.                                                                                                                                                                                                          ",ADCY2,adenylate cyclase 2
Hsa.11240,T58731,3' UTR,2a,77478,KETOHEXOKINASE (Rattus norvegicus),NA,NA
Hsa.21939,R12389,3' UTR,2a,128175,INSULIN-INDUCED GROWTH RESPONSE PROTEIN CL-6 (Rattus norvegicus),NA,NA
Hsa.28390,H06189,3' UTR,2a,43718,CELL DIVISION CONTROL PROTEIN 2 HOMOLOG (Zea mays),NA,NA
Hsa.1356,T78624,3' UTR,1,113518,CARBONYL REDUCTASE (HUMAN);.,NA,NA
Hsa.1380,M31516,gene,1,NA,"Human decay-accelerating factor mRNA, complete cds.                                                                                                                                                                                                  ",CD55,CD55 molecule (Cromer blood group)
Hsa.1380,M31516,gene,1,NA,"Human decay-accelerating factor mRNA, complete cds.                                                                                                                                                                                                  ",CD55,CD55 molecule (Cromer blood group)
Hsa.15776,T79831,3' UTR,2a,114844,MAP KINASE PHOSPHATASE-1 (Homo sapiens),NA,NA
Hsa.28939,R60877,3' UTR,2a,42396,DELTA-CRYSTALLIN ENHANCER BINDING FACTOR (Gallus gallus),NA,NA
Hsa.2928,X63629,gene,1,NA,H.sapiens mRNA for p cadherin.,CDH3,cadherin 3
Hsa.3093,X13482,gene,1,NA,U2 SMALL NUCLEAR RIBONUCLEOPROTEIN A' (HUMAN);contains MER22 repetitive element ;.,SNRPA1,small nuclear ribonucleoprotein polypeptide A'
Hsa.1788,M28219,gene,1,NA,"Homo sapiens low density lipoprotein receptor (FH 10 mutant causing familial hypercholesterolemia) mRNA, 3' end.                                                                                                                                     ",LDLR,low density lipoprotein receptor
Hsa.1315,D13639,gene,1,NA,"Human mRNA for ORF, complete cds.                                                                                                                                                                                                                    ",CCND2,cyclin D2
Hsa.542,L14848,gene,1,NA,"Human MHC class I-related protein mRNA, complete cds.                                                                                                                                                                                                 ",MICA,MHC class I polypeptide-related sequence A
Hsa.42317,H62531,3' UTR,2a,208178,SPORE GERMINATION PROTEIN B2 (Bacillus subtilis),NA,NA
Hsa.1557,R60591,3' UTR,1,37964,"Human (clone N5-4) protein p84 mRNA, complete cds.                                                                                                                                                                                            ",NA,NA
Hsa.32411,R71651,3' UTR,2a,142994,ACTIN DEPOLYMERIZING FACTOR (Lilium longiflorum),NA,NA
Hsa.21933,R74208,3' UTR,2a,143388,GENERAL NEGATIVE REGULATOR OF TRANSCRIPTION SUBUNIT 4 (Saccharomyces cerevisiae),NA,NA
Hsa.1090,L14076,gene,1,NA,"Human pre-mRNA splicing factor SRp75 mRNA, complete cds.                                                                                                                                                                                             ",SRSF4,serine and arginine rich splicing factor 4
Hsa.11232,T58645,3' UTR,2a,69351,P-SELECTIN PRECURSOR (Homo sapiens),NA,NA
Hsa.3248,U25165,gene,1,NA,"Human fragile X mental retardation protein 1 homolog FXR1 mRNA, complete cds.                                                                                                                                                                        ",FXR1,FMR1 autosomal homolog 1
Hsa.45449,H87157,3' UTR,2a,252273,50S RIBOSOMAL PROTEIN L22 (Thermotoga maritima),NA,NA
Hsa.8164,H28111,3' UTR,2a,183971,TYROSINE-PROTEIN KINASE RECEPTOR UFO PRECURSOR (Homo sapiens),NA,NA
Hsa.306,X51435,gene,1,NA,Human PRDII-BF1 gene for a DNA-binding protein.,HIVEP1,HIVEP zinc finger 1
Hsa.9246,T47383,3' UTR,2a,71046,"ALKALINE PHOSPHATASE, PLACENTAL TYPE 1 PRECURSOR (Homo sapiens)                                                                                                                                                                              ",NA,NA
Hsa.43304,H64576,3' UTR,2a,238515,NUCLEAR POLYADENYLATED RNA-BINDING PROTEIN NAB3 (Saccharomyces cerevisiae),NA,NA
Hsa.2091,L06132,gene,1,NA,OUTER MITOCHONDRIAL MEMBRANE PROTEIN PORIN (HUMAN);.,VDAC1,voltage dependent anion channel 1
Hsa.1691,M90516,gene,1,NA,"Human glutamine:fructose-6-phosphate amidotransferase (GFAT) mRNA, complete cds.                                                                                                                                                                     ",GFPT1,glutamine--fructose-6-phosphate transaminase 1
Hsa.2300,U21914,gene,1,NA,"Human duplicate spinal muscular atrophy mRNA, clone 5G7, partial cds.                                                                                                                                                                                ",SMN2,"survival of motor neuron 2, centromeric"
Hsa.1662,L04751,gene,1,NA,"Human cytochrome p-450 4A (CYP4A) mRNA, complete cds.                                                                                                                                                                                                ",CYP4A11,cytochrome P450 family 4 subfamily A member 11
Hsa.7781,R09138,3' UTR,2a,127917,DIHYDROPTERIDINE REDUCTASE (Homo sapiens),NA,NA
Hsa.492,D16227,gene,1,NA,"Human mRNA for BDP-1 protein (a member of the recoverin family), complete cds.                                                                                                                                                                        ",HPCAL1,hippocalcin like 1
Hsa.1877,M88108,gene,1,NA,"Human p62 mRNA, complete cds.                                                                                                                                                                                                                        ",KHDRBS1,"KH RNA binding domain containing, signal transduction associated 1"
Hsa.1774,X12876,gene,1,NA,Human mRNA fragment for cytokeratin 18.,KRT18,keratin 18
Hsa.2312,Y00062,gene,1,NA,"Human mRNA for T200 leukocyte common antigen (CD45, LC-A).                                                                                                                                                                                           ",PTPRC,protein tyrosine phosphatase receptor type C
Hsa.127,L12723,gene,1,NA,"Human heat shock protein 70 (hsp70) mRNA, complete cds.                                                                                                                                                                                               ",HSPA4,heat shock protein family A (Hsp70) member 4
Hsa.485,L37792,gene,1,NA,"Human syntaxin 1A mRNA, complete cds.                                                                                                                                                                                                                 ",STX1A,syntaxin 1A
Hsa.2115,U15782,gene,1,NA,"Human cleavage stimulation factor 77kDa subunit mRNA, complete cds.                                                                                                                                                                                  ",CSTF3,cleavage stimulation factor subunit 3
Hsa.33144,H92195,3' UTR,2a,221798,EBV-INDUCED G PROTEIN-COUPLED RECEPTOR 1 PRECURSOR (Homo sapiens),NA,NA
Hsa.1728,X17097,gene,1,NA,Human PSG9 mRNA for pregnancy specific glycoprotein 9.,PSG4,pregnancy specific beta-1-glycoprotein 4
Hsa.23442,R67275,3' UTR,2a,41676,COLLAGEN ALPHA 1(XI) CHAIN PRECURSOR (Homo sapiens),NA,NA
Hsa.9994,T51539,3' UTR,2a,72395,HEPATOCYTE GROWTH FACTOR-LIKE PROTEIN PRECURSOR (Homo sapiens) --68dd_5699-4733_4d62-1290_1927 Content-Type: application/octet-stream Content-Transfer-Encoding: 7bit Content-MD5: NAlwVJQ4msWkg7LKaY/Asw== Content-Description: rank2b.info,NA,NA
Hsa.3893,R42765,3' UTR,2a,31481,TYROSINE-PROTEIN KINASE HCK (Homo sapiens),NA,NA
Hsa.985,D90086,gene,1,NA,"Human pyruvate dehydrogenase (EC 1.2.4.1) beta subunit gene, exons 1-10.                                                                                                                                                                              ",NA,NA
Hsa.2537,U30872,gene,1,NA,"Human mitosin mRNA, complete cds.                                                                                                                                                                                                                    ",CENPF,centromere protein F
Hsa.21104,H09781,3' UTR,2a,46573,GLUTATHIONE S-TRANSFERASE (Gallus gallus),NA,NA
Hsa.34881,H15552,3' UTR,2a,49187,COMPLEMENT C1R COMPONENT PRECURSOR (Homo sapiens),NA,NA
Hsa.2968,X73478,gene,1,NA,H.sapiens hPTPA mRNA.,PTPA,protein phosphatase 2 phosphatase activator
Hsa.6372,R28608,3' UTR,2a,133518,"SODIUM CHANNEL PROTEIN, CARDIAC MUSCLE ALPHA-SUBUNIT (Rattus norvegicus)                                                                                                                                                                    ",NA,NA
Hsa.17426,T86444,3' UTR,2a,115255,PROBABLE NUCLEAR ANTIGEN (Pseudorabies virus),NA,NA
Hsa.18790,T94993,3' UTR,2a,119988,FIBROBLAST GROWTH FACTOR RECEPTOR 2 PRECURSOR (Homo sapiens),NA,NA
Hsa.1274,D90391,gene,1,NA,"Human gene for branched chain alpha-keto acid dehydrogenase (EC 1.2.4.4) E-1-beta subunit, exon 10 and 3' flanking region.                                                                                                                           ",NA,NA
Hsa.20883,R05291,3' UTR,2a,125114,SEROTRANSFERRIN PRECURSOR (Homo sapiens),NA,NA
Hsa.12879,T95612,3' UTR,2a,120205,TUBULIN--TYROSINE LIGASE (Sus scrofa),NA,NA
Hsa.1917,L27841,gene,1,NA,"Human autoantigen pericentriol material 1 (PCM-1) mRNA, complete cds.                                                                                                                                                                                ",PCM1,pericentriolar material 1
Hsa.1122,M32315,gene,1,NA,TUMOR NECROSIS FACTOR RECEPTOR 2 PRECURSOR (HUMAN);contains THR.t3 THR repetitive element ;.,TNFRSF1B,TNF receptor superfamily member 1B
Hsa.18589,T93885,3' UTR,2a,116939,GA BINDING PROTEIN ALPHA CHAIN (Homo sapiens),NA,NA
Hsa.3337,L37936,gene,1,NA,"Human nuclear-encoded mitochondrial elongation factor Ts (EF-Ts) mRNA, 3' end of cds.                                                                                                                                                                ",TSFM,"Ts translation elongation factor, mitochondrial"
Hsa.3061,X63469,gene,1,NA,TRANSCRIPTION INITIATION FACTOR IIE-BETA CHAIN (HUMAN);contains element MER1 repetitive element ;.,GTF2E2,general transcription factor IIE subunit 2
Hsa.1028,M34668,gene,1,NA,PROTEIN-TYROSINE PHOSPHATASE ALPHA PRECURSOR (HUMAN);.,PTPRA,protein tyrosine phosphatase receptor type A
Hsa.16092,H66786,3' UTR,2a,212039,ESTROGEN SULFOTRANSFERASE (Bos taurus),NA,NA
Hsa.10664,T83368,3' UTR,2a,116679,MEMBRANE COFACTOR PROTEIN PRECURSOR (Homo sapiens),NA,NA
Hsa.2097,M36634,gene,1,NA,"Human vasoactive intestinal peptide (VIP) mRNA, complete cds.                                                                                                                                                                                        ",VIP,vasoactive intestinal peptide
Hsa.345,U09367,gene,1,NA,Human zinc finger protein ZNF136.,ZNF136,zinc finger protein 136
Hsa.9744,R52081,3' UTR,2a,40295,TRANSCRIPTIONAL ACTIVATOR GCN5 (Saccharomyces cerevisiae),NA,NA
Hsa.27560,R72164,3' UTR,2a,155799,HYPOTHETICAL 76.3 KD PROTEIN K04H4.2 IN CHROMOSOME III (Caenorhabditis elegans),NA,NA
Hsa.2192,U14391,gene,1,NA,"Human myosin-IC mRNA, complete cds.                                                                                                                                                                                                                  ",MYO1E,myosin IE
Hsa.145,X67235,gene,1,NA,H.sapiens mRNA for proline rich homeobox (Prh) protein.,HHEX,hematopoietically expressed homeobox
Hsa.41159,K02268,gene,1,NA,"Human enkephalin B (enkB) gene, exon 4 and 3' flank and complete cds.                                                                                                                                                                               ",NA,NA
Hsa.12465,L05485,gene,1,NA,"Human surfactant protein D (SP-D) gene exon 7, complete cds.                                                                                                                                                                                        ",NA,NA
Hsa.1402,T56244,3' UTR,1,72916,S38725 MULTICATALYTIC ENDOPEPTIDASE COMPLEX CHAIN RC7-I -.,NA,NA
Hsa.33268,R80427,3' UTR,2a,147223,C4-DICARBOXYLATE TRANSPORT SENSOR PROTEIN DCTB (Rhizobium leguminosarum),NA,NA
Hsa.2670,X59131,gene,1,NA,H.sapiens D13S106 mRNA for a highly charged amino acid sequene.,USPL1,ubiquitin specific peptidase like 1
Hsa.1163,L36818,gene,1,NA,"Human (clone 51C-3) 51C protein mRNA, complete cds.                                                                                                                                                                                                  ",INPPL1,inositol polyphosphate phosphatase like 1
Hsa.27808,R51502,3' UTR,2a,38675,HYPOTHETICAL 40.9 KD PROTEIN C08B11.5 IN CHROMOSOME II (Caenorhabditis elegans),NA,NA
Hsa.662,T86749,3' UTR,1,114310,"Human (clone PSK-J3) cyclin-dependent protein kinase mRNA, complete cds.,.                                                                                                                                                                    ",NA,NA
Hsa.1240,M31994,gene,1,NA,"Human cytosolic aldehyde dehydrogenase (ALDH1) gene, exon 13.                                                                                                                                                                                        ",NA,NA
Hsa.20376,R71585,3' UTR,2a,142870,EBNA-2 NUCLEAR PROTEIN (Epstein-barr virus),NA,NA
Hsa.3230,U28686,gene,1,NA,"Human putative RNA binding protein RNPL mRNA, complete cds.                                                                                                                                                                                          ",NA,NA
Hsa.305,L19437,gene,1,NA,TRANSALDOLASE (HUMAN);contains Alu repetitive element;contains PTR5 repetitive element ;.,TALDO1,transaldolase 1
Hsa.305,L19437,gene,1,NA,TRANSALDOLASE (HUMAN);contains Alu repetitive element;contains PTR5 repetitive element ;.,TALDO1,transaldolase 1
Hsa.12442,U37690,gene,1,NA,"Human RNA polymerase II subunit (hsRPB10) mRNA, complete cds.                                                                                                                                                                                       ",POLR2L,"RNA polymerase II, I and III subunit L"
Hsa.12442,U37690,gene,1,NA,"Human RNA polymerase II subunit (hsRPB10) mRNA, complete cds.                                                                                                                                                                                       ",POLR2L,"RNA polymerase II, I and III subunit L"
Hsa.743,T62884,3' UTR,1,86044,6-PHOSPHOFRUCTO-2-KINASE (HUMAN);.,NA,NA
Hsa.30310,H06877,3' UTR,2a,44550,GTP-BINDING PROTEIN HFLX (Escherichia coli),NA,NA
Hsa.2692,X16504,gene,1,NA,Human ENO3 mRNA for beta-enolase (EC 4.2.1.11).,ENO3,enolase 3
Hsa.40211,R99935,3' UTR,2a,201757,DNA-DIRECTED RNA POLYMERASE I LARGEST SUBUNIT (Trypanosoma brucei brucei),NA,NA
Hsa.25371,H14341,3' UTR,2a,48298,5-HYDROXYTRYPTAMINE RECEPTOR 2B (Drosophila melanogaster),CAMSAP2,calmodulin regulated spectrin associated protein family member 2
Hsa.45446,H87135,3' UTR,2a,252431,IMMEDIATE-EARLY PROTEIN IE180 (Pseudorabies virus),NA,NA
Hsa.34776,H14372,3' UTR,2a,48518,ATP-BINDING CASSETTE TRANSPORTER 1 (Mus musculus),NA,NA
Hsa.2458,M27826,gene,1,NA,"Human endogenous retroviral protease mRNA, complete cds.                                                                                                                                                                                             ",TPTEP1,TPTE pseudogene 1
Hsa.1281,H08751,3' UTR,1,45643,BETA-HEXOSAMINIDASE BETA CHAIN (HUMAN);.,NA,NA
Hsa.15734,X16663,gene,1,NA,Human HS1 gene for heamatopoietic lineage cell specific protein.,HCLS1,hematopoietic cell-specific Lyn substrate 1
Hsa.44350,H79136,3' UTR,2a,235022,ALPHA-2-MACROGLOBULIN PRECURSOR (Homo sapiens),NA,NA
Hsa.2926,X59842,gene,1,NA,Human PBX2 mRNA.,PBX2,PBX homeobox 2
Hsa.1592,R34876,3' UTR,1,136670,"Human SnRNP core protein Sm D3 mRNA, complete cds.                                                                                                                                                                                           ",NA,NA
Hsa.687,M35252,gene,1,NA,Human CO-029.,TSPAN8,tetraspanin 8
Hsa.1454,M82919,gene,1,NA,"Human gamma amino butyric acid (GABAA) receptor beta-3 subunit mRNA, complete cds.                                                                                                                                                                   ",GABRB3,gamma-aminobutyric acid type A receptor subunit beta3
Hsa.41346,U34074,gene,1,NA,"Human A kinase anchor protein S-AKAP84 mRNA, nuclear gene encoding mitochondrial protein, complete cds.                                                                                                                                             ",AKAP1,A-kinase anchoring protein 1
Hsa.35652,H23975,3' UTR,2a,159806,IG ALPHA-1 CHAIN C REGION (Gorilla gorilla gorilla),NA,NA
Hsa.35652,H23975,3' UTR,2a,159806,IG ALPHA-1 CHAIN C REGION (Gorilla gorilla gorilla),NA,NA
Hsa.627,M26383,gene,1,NA,"Human monocyte-derived neutrophil-activating protein (MONAP) mRNA, complete cds.                                                                                                                                                                      ",CXCL8,C-X-C motif chemokine ligand 8
Hsa.1579,D42047,gene,1,NA,"Human mRNA (KIAA0089) for ORF (mouse glycerophosphate dehydrogenase-related), partial cds.                                                                                                                                                           ",GPD1L,glycerol-3-phosphate dehydrogenase 1 like
Hsa.10908,T57079,3' UTR,2a,81221,HIGH AFFINITY IMMUNOGLOBULIN GAMMA FC RECEPTOR I 'A FORM' PRECURSOR (Homo sapiens),NA,NA
